title;price;discount;developer;publisher;tags;release_date;valoration;reviews;stock;descarga;f2p
Halo: The Master Chief Collection;21.02€;-47%;;;['Acción'];3 diciembre 2019;9;25;Fuera de stock;;False
Disney G-Force;5.49€;-67%;Eurocom;Disney;['Un solo jugador', 'Acción', 'Aventura'];21 julio 2009;10;3;Fuera de stock;;False
Warlock: Master of the Arcane - Complete Edition;2.07€;-91%;Ino-Co Plus;Paradox Interactive;['Un solo jugador', 'Estrategia'];8 mayo 2012;7;3;Fuera de stock;;False
Fury of The Gods;1.66€;-44%;Spectral Games;Libredia;['Un solo jugador', 'Acción'];5 junio 2015;;0;En stock;Descarga digital;False
Hammerwatch;3.09€;-66%;Crackshell;Crackshell;['Un solo jugador', 'Acción', 'Aventura', 'Indies', 'RPG'];12 agosto 2013;6;4;Fuera de stock;;False
Just Ignore Them;1.14€;-71%;Stranga;GrabTheGames;['Un solo jugador', 'Aventura', 'Indies'];28 abril 2017;;0;En stock;Descarga digital;False
Funk of Titans;1.00€;-86%;A Crowd of Monsters;Merge Games;['Un solo jugador', 'Acción', 'Aventura'];24 julio 2015;;0;Fuera de stock;;False
Frozen Drift Race;1.84€;-8%;;;['Acción', 'Indies', 'Carreras'];17 febrero 2017;;0;Fuera de stock;;False
Frog Climbers - Europe;3.06€;-56%;TeamCrew;Dear Villagers;['Un solo jugador', 'Indies'];6 octubre 2016;;0;En stock;Descarga digital;False
Freedom Force vs. The Third Reich;1.13€;-72%;Irrational Games;2K;['Un solo jugador', 'RPG', 'Estrategia'];8 marzo 2005;;0;En stock;Descarga digital;False
Freedom Force;1.00€;-75%;Irrational Games;2K;['Un solo jugador', 'RPG', 'Estrategia'];26 marzo 2002;;0;En stock;Descarga digital;False
Freaking Meatbags;1.57€;-84%;Wild Factor;Plug In Digital;['Un solo jugador', 'Acción', 'Indies', 'Estrategia'];4 febrero 2015;;0;En stock;Descarga digital;False
For The Glory: A Europa Universalis Game;4.46€;-55%;Crystal Empire Games;Paradox Interactive;['Un solo jugador', 'Estrategia'];12 noviembre 2009;;0;En stock;Descarga digital;False
Mars: War Logs;1.45€;-71%;Spiders;Focus Entertainment;['Un solo jugador', 'Acción', 'RPG'];26 abril 2013;6;1;Fuera de stock;;False
Flock!;2.66€;-47%;Proper Games;Capcom;['Un solo jugador', 'Estrategia'];7 abril 2009;;0;Fuera de stock;;False
Fight of Gods;5.20€;-60%;Digital Crafter;Light of Creators;['Un solo jugador', 'Acción', 'Indies'];28 marzo 2019;;0;En stock;Descarga digital;False
Farm Machines Championships 2014;2.62€;-78%;Silden;Silden;['Un solo jugador', 'Carreras', 'Simulación'];14 marzo 2014;;0;En stock;Descarga digital;False
Fallout: New Vegas Old World Blues;1.88€;-62%;Obsidian Entertainment;Bethesda Softworks;['Un solo jugador', 'Acción', 'RPG', '\nDLC\n'];20 julio 2011;10;1;Fuera de stock;;False
Fallout: New Vegas Lonesome Road;1.83€;-63%;Obsidian Entertainment;Bethesda Softworks;['Un solo jugador', 'Acción', 'RPG', '\nDLC\n'];20 septiembre 2011;;0;Fuera de stock;;False
Fallout: New Vegas Honest Hearts;3.99€;-20%;Obsidian Entertainment;Bethesda Softworks;['Un solo jugador', 'Acción', 'RPG', '\nDLC\n'];17 mayo 2011;;0;Fuera de stock;;False
Fallout: New Vegas Gun Runners' Arsenal;1.00€;-50%;Obsidian Entertainment;Bethesda Softworks;['Un solo jugador', 'Acción', 'RPG', '\nDLC\n'];27 septiembre 2011;;0;Fuera de stock;;False
Fallout: New Vegas Dead Money;2.99€;-40%;Obsidian Entertainment;Bethesda Softworks;['Un solo jugador', 'Acción', 'RPG', '\nDLC\n'];22 febrero 2011;;0;Fuera de stock;;False
Fallout 3: The Pitt;1.30€;-74%;Bethesda Game Studios;Bethesda Softworks;['Un solo jugador', 'RPG', '\nDLC\n'];16 julio 2010;;0;En stock;Descarga digital;False
Fallout 3: Point Lookout;1.74€;-65%;Bethesda Game Studios;Bethesda Softworks;['Un solo jugador', 'RPG', '\nDLC\n'];16 julio 2010;;0;En stock;Descarga digital;False
Fallout 3: Operation Anchorage;2.99€;-40%;Bethesda Game Studios;Bethesda Softworks;['Un solo jugador', 'RPG', '\nDLC\n'];16 julio 2010;;0;En stock;Descarga digital;False
Fallout 3: Mothership Zeta;3.89€;-22%;Bethesda Game Studios;Bethesda Softworks;['Un solo jugador', 'RPG', '\nDLC\n'];16 julio 2010;;0;Fuera de stock;;False
Sherlock Holmes: Crimes & Punishments;7.76€;-74%;Frogwares;Frogwares;['Un solo jugador', 'Aventura'];30 septiembre 2014;9;13;Fuera de stock;;False
Fallout 3: Broken Steel;1.95€;-61%;Bethesda Game Studios;Bethesda Softworks;['Un solo jugador', 'RPG', '\nDLC\n'];16 julio 2010;;0;Fuera de stock;;False
Fallen Mage;1.00€;-37%;;;['Acción', 'Indies', 'RPG'];25 noviembre 2016;;0;Fuera de stock;;False
Face It;1.00€;-75%;Tlön Studios;Gamestorming;['Un solo jugador', 'Acción', 'Aventura', 'Indies'];9 junio 2017;;0;En stock;Descarga digital;False
Fables From The Den;3.46€;-50%;Might and Delight;Might and Delight;[];26 octubre 2016;;0;Fuera de stock;;False
Europa Universalis III: Enlightenment SpritePack;1.19€;-40%;Paradox Interactive;Paradox Interactive;['Un solo jugador', '\nDLC\n'];1 diciembre 2011;;0;En stock;Descarga digital;False
Europa Universalis III: Eastern - AD 1400 Spritepack;1.46€;-27%;Paradox Interactive;Paradox Interactive;['Un solo jugador', 'Estrategia', '\nDLC\n'];23 junio 2011;;0;En stock;Descarga digital;False
Europa Universalis III: Absolutism SpritePack;1.46€;-27%;Paradox Interactive;Paradox Interactive;['Un solo jugador', 'Estrategia', '\nDLC\n'];10 diciembre 2012;;0;En stock;Descarga digital;False
Europa Universalis III: Divine Wind;2.92€;-71%;Paradox Development Studio;Paradox Interactive;['Un solo jugador', 'Estrategia'];21 enero 2011;;0;En stock;Descarga digital;False
Europa Universalis III: Heir to The Throne;6.68€;-33%;Paradox Interactive;Paradox Interactive;['Un solo jugador'];16 diciembre 2009;;0;En stock;Descarga digital;False
Euro Fishing Ultimate Edition;18.01€;-58%;;;['Simulación', 'Deporte', 'Un solo jugador'];2 noviembre 2015;9;2;Fuera de stock;;False
ESPER;2.00€;-73%;Coatsink;Coatsink;['Un solo jugador', 'Indies'];6 julio 2018;;0;En stock;Descarga digital;False
EGO Protocol;1.03€;-35%;Static Dreams;IQ Publishing;['Un solo jugador', 'Indies'];17 febrero 2016;;0;En stock;Descarga digital;False
E.T. Armies;1.65€;-89%;Raspina Studio;Merge Publishing;['Un solo jugador', 'Acción'];3 marzo 2016;3;1;En stock;Descarga digital;False
Dynasty Warriors 8: Empires;30.49€;-39%;KOEI TECMO GAMES CO., LTD.;KOEI TECMO GAMES CO., LTD.;['Un solo jugador', 'Acción'];27 febrero 2015;;0;Fuera de stock;;False
Mortal Kombat X;2.60€;-87%;QLOC;Warner Bros. Interactive Entertainment;['Un solo jugador', 'Acción'];14 abril 2015;9;299;Fuera de stock;;False
Dorke and Ymp;1.13€;-80%;Piko Interactive;Bleem!;['Un solo jugador', 'Acción', 'Aventura', 'Indies'];4 octubre 2015;;0;Fuera de stock;;False
Disney Princess: Enchanted Journey;5.99€;-64%;Papaya Studio;Disney;['Un solo jugador', 'Aventura'];7 noviembre 2007;10;3;Fuera de stock;;False
Divinity: Original Sin;20.20€;-49%;Larian Studios;Larian Studios;['Un solo jugador', 'Aventura', 'Indies', 'RPG', 'Estrategia', '\nGeForce Now\n'];30 junio 2014;10;21;Fuera de stock;;False
Distrust;1.00€;-92%;Cheerdealers;Alawar Premium;['Un solo jugador', 'Aventura', 'Indies', 'Estrategia'];23 agosto 2017;10;1;Fuera de stock;;False
Disney's Chicken Little;2.99€;-63%;Avalanche Software;Disney;['Un solo jugador', 'Acción', 'Aventura'];20 octubre 2005;7;1;Fuera de stock;;False
RAID: World War II Special Edition;7.99€;-71%;Lion game Lion;Starbreeze Publishing AB;['Un solo jugador', 'Acción', 'Aventura', 'RPG'];26 septiembre 2017;6;1;Fuera de stock;;False
Plane Mechanic Simulator;1.46€;-85%;Disaster Studio;Movie Games S.A.;['Un solo jugador', 'Aventura', 'Indies', 'Simulación', 'Early Access'];13 febrero 2019;6;2;Fuera de stock;;False
RAID: World War II;5.98€;-70%;Lion game Lion;Starbreeze Publishing AB;['Un solo jugador', 'Acción', 'Aventura', 'RPG', '\nGeForce Now\n'];26 septiembre 2017;6;1;Fuera de stock;;False
Samurai Spirits;;;;;['Acción', 'Arcade', 'Lucha'];2023;;;;;False
Disney's Aladdin;3.99€;-60%;Virgin Games;Disney;['Un solo jugador', 'Acción', 'Aventura'];11 noviembre 1993;10;2;Fuera de stock;;False
Disney's Treasure Planet: Battle of Procyon;2.29€;-72%;Barking Dog Studios;Disney;['Un solo jugador', 'Acción', 'Aventura', 'Estrategia'];31 octubre 2002;;0;Fuera de stock;;False
Disney Princess: My Fairytale Adventure;3.62€;-78%;High Impact Games;Disney;['Un solo jugador', 'Acción'];25 mayo 2012;10;2;Fuera de stock;;False
Disney Planes;3.62€;-78%;Behaviour Interactive;Disney;['Un solo jugador', 'Acción', 'Aventura'];6 agosto 2013;;0;En stock;Descarga digital;False
Disney Pixar Wall-E;4.26€;-75%;Asobo Studio;THQ;['Un solo jugador', 'Aventura'];11 diciembre 2008;;0;Fuera de stock;;False
Disney Pixar Finding Nemo;4.38€;-47%;KnowWonder;Disney;['Un solo jugador', 'Acción', 'Aventura'];11 mayo 2003;6;2;En stock;Descarga digital;False
Disney Pixar Cars: Radiator Springs Adventures;2.95€;-82%;AWE Games;Disney;['Un solo jugador', 'Aventura', 'Carreras'];6 junio 2006;;0;Fuera de stock;;False
Disney Pixar Cars;2.59€;-85%;Beenox;THQ;['Un solo jugador', 'Aventura', 'Carreras'];6 julio 2006;8;27;Fuera de stock;;False
Bannermen;2.41€;-92%;Pathos Interactive;Pathos Interactive;['Un solo jugador', 'Acción', 'Indies', 'Estrategia'];21 febrero 2019;;0;En stock;Descarga digital;False
Diner Mania;1.47€;-63%;InImages;Glob Games Studio;['Un solo jugador'];26 junio 2015;8;1;Fuera de stock;;False
Depth Hunter 2: Treasure Hunter;3.98€;;Biart Company LLC;Biart Company LLC;['Un solo jugador', 'Acción', 'Aventura', 'Indies', 'Simulación', 'Deporte', '\nDLC\n'];11 julio 2015;;0;Fuera de stock;;False
Sid Meier's Civilization: Beyond Earth;3.06€;-92%;Aspyr (Linux);Aspyr (Linux);['Un solo jugador', 'Estrategia'];23 octubre 2014;8;40;En stock;Descarga digital;False
Depth Hunter 2: Scuba Kids - Hidden Treasure;3.98€;;Biart Company LLC;Biart Company LLC;['Un solo jugador', 'Acción', 'Indies', '\nDLC\n'];22 diciembre 2014;;0;Fuera de stock;;False
Depth Hunter 2: Ocean Mysteries;4.66€;-7%;Biart Company LLC;Biart Company LLC;['Un solo jugador', 'Acción', 'Indies', 'Simulación', 'Deporte', '\nDLC\n'];2 octubre 2014;;0;En stock;Descarga digital;False
Defend The Highlands World Tour;2.49€;-38%;Kilted Camel;KISS ltd;['Un solo jugador', 'Indies', 'Estrategia'];26 enero 2018;;0;En stock;Descarga digital;False
Defend The Highlands;2.60€;-35%;Kilted Camel;KISS ltd;['Un solo jugador', 'Indies', 'Estrategia'];6 noviembre 2015;;0;En stock;Descarga digital;False
Death Rally;2.65€;-73%;Cornfox & Brothers;Remedy Entertainment;['Un solo jugador', 'Acción', 'Carreras', '\nGeForce Now\n'];3 agosto 2012;10;1;En stock;Descarga digital;False
Deadly Sin 2;2.23€;-55%;Dancing Dragon Games;Komodo;['Un solo jugador', 'RPG'];2 julio 2010;;0;En stock;Descarga digital;False
Deadly 30;1.00€;-80%;Ignatus Zuk and Gonzalo Villagomez;Headup;['Un solo jugador', 'Acción', 'Indies'];8 enero 2014;;0;En stock;Descarga digital;False
De-Void;6.78€;-15%;Pulsetense Games;PulseTense;['Un solo jugador', 'Aventura', 'Indies'];2 septiembre 2016;;0;En stock;Descarga digital;False
Day of Infamy Deluxe Pack;3.69€;-8%;New World Interactive;New World Interactive;['PvP online', 'Acción', 'Indies', 'Estrategia', '\nDLC\n'];23 marzo 2017;;0;Fuera de stock;;False
Darkout;1.00€;-88%;Allgraf;KISS ltd;['Un solo jugador', 'Acción', 'Aventura', 'Indies'];4 diciembre 2013;;0;Fuera de stock;;False
Darkness Within 2: The Dark Lineage;1.46€;-85%;Stormling Studios;Iceberg Interactive;['Un solo jugador', 'Aventura', 'Indies'];28 mayo 2010;5;1;En stock;Descarga digital;False
Darkest Hour: A Hearts of Iron Game;1.13€;-89%;Martin Ivanov;Paradox Interactive;['Un solo jugador', 'Estrategia', '\nGeForce Now\n'];8 abril 2011;;0;Fuera de stock;;False
DarkEnd;1.04€;-35%;Kodots Games;Kodots Games;['Un solo jugador', 'Indies', 'RPG'];17 octubre 2014;;0;En stock;Descarga digital;False
Dark Void Zero;2.26€;-43%;Other Ocean Interactive;Capcom;['Un solo jugador', 'Acción', 'Aventura'];12 abril 2010;;0;Fuera de stock;;False
Dark Void;3.69€;-63%;Airtight Games;Capcom;['Un solo jugador', 'Acción', 'Aventura'];19 enero 2010;3;2;Fuera de stock;;False
Dark: Cult of The Dead;1.48€;-75%;Realmforge Studios;Realmforge Studios;['Un solo jugador', 'Acción', 'RPG', '\nDLC\n'];5 diciembre 2013;;0;En stock;Descarga digital;False
Daemonsgate;1.00€;-86%;Imagitec;Ziggurat;['Un solo jugador', 'Acción', 'Aventura', 'RPG'];1 diciembre 1993;;0;En stock;Descarga digital;False
Leaving Lyndow;;;Eastshade Studios;Eastshade Studios;['Un solo jugador', 'Aventura', 'Indies'];8 febrero 2017;;0;Fuera de stock;;False
Eastshade;20.79€;-1%;Eastshade Studios;Eastshade Studios;['Un solo jugador', 'Aventura', 'Indies'];13 febrero 2019;;0;Fuera de stock;;False
Red Orchestra 2: GOTY Edition;4.99€;-67%;Tripwire Interactive;Tripwire Interactive;['PvP online', 'Acción', 'Simulación'];14 septiembre 2011;9;3;Fuera de stock;;False
Cybarian: The Time Travelling Warrior;1.00€;-80%;Ritual Games;GrabTheGames;['Un solo jugador', 'Acción', 'Aventura', 'Indies'];9 noviembre 2018;;0;Fuera de stock;;False
The Culling of The Cows;1.00€;-75%;DL Softworks;DL Softworks;['Un solo jugador', 'Acción', 'Indies', 'Estrategia'];9 mayo 2014;;0;En stock;Descarga digital;False
Crush;9.68€;-19%;VIS-Games;SilentFuture;['Un solo jugador', 'Acción', 'Indies'];9 junio 2017;;0;En stock;Descarga digital;False
Crusaders: Thy Kingdom Come;1.26€;-86%;NeocoreGames;Paradox Interactive;['Un solo jugador', 'Estrategia'];9 octubre 2009;;0;En stock;Descarga digital;False
Crusader Kings II: Sword of Islam;1.46€;-85%;Paradox Development Studio;Paradox Interactive;['Un solo jugador', 'Estrategia', '\nDLC\n'];26 junio 2012;;0;En stock;Descarga digital;False
Crusader Kings II: Byzantine Unit Pack;0.80€;-50%;Paradox Interactive;Paradox Interactive;['Un solo jugador', 'Estrategia', '\nDLC\n'];16 octubre 2012;;0;Fuera de stock;;False
Jump Force Deluxe Edition;27.50€;-69%;Spike Chunsoft Co., Ltd.;BANDAI NAMCO Entertainment;['Un solo jugador', 'Acción'];14 febrero 2019;8;68;Fuera de stock;;False
Kingdoms and Castles;6.09€;-51%;Lion Shield, LLC;Lion Shield, LLC;['Un solo jugador', 'Indies', 'Simulación', 'Estrategia'];20 julio 2017;10;3;Fuera de stock;;False
Hollow Knight: Silksong;;;Team Cherry;Team Cherry;['Un solo jugador', 'Acción', 'Aventura', 'Indies'];2023;;;;;False
Insanely Twisted Shadow Planet;2.71€;-81%;Shadow Planet Productions;Xbox Game Studios;['Un solo jugador', 'Acción', 'Aventura', 'Indies'];17 abril 2012;;0;En stock;Descarga digital;False
CrossCode;16.45€;-18%;Radical Fish Games;Mayflower Entertainment;['Un solo jugador', 'Acción', 'Aventura', 'Indies', 'RPG'];21 septiembre 2018;;0;Fuera de stock;;False
Criminal Girls: Invite Only;3.92€;-80%;Nippon Ichi Software, Inc.;NIS America, Inc.;['Un solo jugador', 'RPG', 'Estrategia'];11 enero 2017;2;1;En stock;Descarga digital;False
Cricket Captain 2017;1.00€;-88%;Childish Things;KISS ltd;['Un solo jugador', 'Simulación', 'Deporte'];6 julio 2017;;0;Fuera de stock;;False
Cricket Captain 2016;1.99€;-76%;Childish Things;KISS ltd;['Un solo jugador', 'Simulación', 'Deporte'];5 julio 2016;;0;Fuera de stock;;False
Cricket Captain 2015;1.00€;-90%;Childish Things;KISS ltd;['Un solo jugador', 'Simulación', 'Deporte'];8 julio 2015;;0;Fuera de stock;;False
Cricket Captain 2014;2.32€;-74%;Childish Things;KISS ltd;['Un solo jugador', 'Deporte'];8 agosto 2014;;0;En stock;Descarga digital;False
Crewsaders;1.00€;-67%;Titan Squad;Plug In Digital;['Acción', 'Indies'];17 noviembre 2016;;0;En stock;Descarga digital;False
Crazy Pixel Streaker;1.53€;-69%;Lubiterum;Plug In Digital;['Un solo jugador', 'Acción', 'Indies', 'Deporte'];2 marzo 2016;;0;En stock;Descarga digital;False
Crash Time 3;1.12€;-81%;Synetic;Kalypso Media Digital;['Un solo jugador', 'Acción', 'Carreras'];26 noviembre 2009;;0;En stock;Descarga digital;False
Fable: The Lost Chapters;8.91€;-1%;Lionhead Studios;Xbox Game Studios;['Un solo jugador', 'Acción', 'Aventura', 'RPG'];19 diciembre 2011;;0;Fuera de stock;;False
Crash Dummy;3.13€;-72%;Twelve Games;Funbox Media Ltd;['Un solo jugador', 'Acción', 'Indies'];1 marzo 2019;;0;En stock;Descarga digital;False
Crash and Burn Racing;2.55€;-15%;Lunagames;Libredia;['Un solo jugador', 'Indies', 'Carreras'];9 diciembre 2014;;0;En stock;Descarga digital;False
Crab Cakes Rescue;1.00€;-83%;Mission Critical Studios;Maximum Games;['Un solo jugador', 'Indies'];14 noviembre 2014;;0;En stock;Descarga digital;False
Country Tales;5.86€;-40%;Cateia Games;Cateia Games;['Un solo jugador', 'Indies', 'Estrategia'];27 agosto 2015;;0;En stock;Descarga digital;False
Corto Maltese: Secret of Venice;7.96€;-20%;Kids up hill;BulkyPix;['Un solo jugador', 'Aventura'];4 diciembre 2014;;0;En stock;Descarga digital;False
Construction Simulator 2015: Liebherr LTM 1300;1.00€;-67%;weltenbauer. Software Entwicklung GmbH;astragon Entertainment;['Un solo jugador', 'Simulación', '\nDLC\n'];3 agosto 2016;;0;En stock;Descarga digital;False
Construction Simulator 2015: Liebherr HTM 1204 ZA;1.00€;-50%;weltenbauer. Software Entwicklung GmbH;astragon Entertainment;['Un solo jugador', 'Simulación', '\nDLC\n'];20 octubre 2016;;0;En stock;Descarga digital;False
Construction Simulator 2015: Liebherr A 918;1.25€;-69%;weltenbauer. Software Entwicklung GmbH;astragon Entertainment;['Un solo jugador', 'Simulación', '\nDLC\n'];22 junio 2017;;0;En stock;Descarga digital;False
Construction Simulator 2015: Liebherr 150 EC-B;1.19€;-60%;weltenbauer. Software Entwicklung GmbH;astragon Entertainment;['Un solo jugador', 'Simulación', '\nDLC\n'];20 mayo 2015;;0;En stock;Descarga digital;False
Commando Jack;2.00€;-75%;Colossal Games;KISS ltd;['Un solo jugador', 'Acción', 'Indies', 'Estrategia'];22 agosto 2014;;0;En stock;Descarga digital;False
Combat Cats;2.21€;-26%;Dingo Dango;Dingo Dango;['Un solo jugador', 'Acción', 'Aventura', 'Indies', 'RPG', 'Estrategia'];2 marzo 2015;;0;En stock;Descarga digital;False
Colonial Conquest;8.87€;-11%;Collectif Nemoïd;Argonauts Interactive;['Un solo jugador', 'Indies', 'Simulación', 'Estrategia'];28 julio 2015;;0;En stock;Descarga digital;False
Cogs;3.20€;-36%;Lazy 8 Studios;Lazy 8 Studios;['Un solo jugador', 'Indies'];14 abril 2009;;0;En stock;Descarga digital;False
Coffin Dodgers;3.07€;-69%;Milky Tea Studios;Milky Tea Studios;['Un solo jugador', 'Acción', 'Indies', 'Carreras'];8 julio 2015;;0;En stock;Descarga digital;False
Crusader Kings II;2.85€;-93%;Paradox Development Studio;Paradox Interactive;['RPG', 'Simulación', 'Un solo jugador', 'Estrategia', '\nGeForce Now\n'];14 febrero 2012;10;24;;;True
Cobi Treasure Deluxe;1.77€;-41%;Cobra Mobile;KISS ltd;['Un solo jugador'];2 diciembre 2013;;0;En stock;Descarga digital;False
Clutter VI: Leigh's Story;8.25€;-17%;Puzzles By Joe;Libredia;['Un solo jugador', 'Indies'];19 octubre 2017;;0;En stock;Descarga digital;False
Cities in Motion 2: Trekking Trolleys;1.86€;-63%;Colossal Order Ltd.;Paradox Interactive;['Un solo jugador', 'Simulación', '\nDLC\n'];30 julio 2013;;0;En stock;Descarga digital;False
Cities in Motion 2: Players Choice Vehicle pack;4.99€;;Colossal Order Ltd.;Paradox Interactive;['Un solo jugador', 'Simulación', 'Estrategia', '\nDLC\n'];17 junio 2014;;0;En stock;Descarga digital;False
Cities in Motion 2: Olden Times;1.46€;-63%;Colossal Order Ltd.;Paradox Interactive;['Un solo jugador', 'Simulación', '\nDLC\n'];3 octubre 2013;;0;En stock;Descarga digital;False
Cities in Motion 2: Metro Madness;2.35€;-53%;Colossal Order Ltd.;Paradox Interactive;['Un solo jugador', 'Simulación', '\nDLC\n'];15 agosto 2013;;0;En stock;Descarga digital;False
Cities in Motion 2: Lofty Landmarks;1.98€;-34%;Colossal Order Ltd.;Paradox Interactive;['Un solo jugador', 'Simulación', '\nDLC\n'];29 agosto 2013;;0;En stock;Descarga digital;False
Cities in Motion 2: European Vehicle Pack2;1.54€;-69%;Colossal Order Ltd.;Paradox Interactive;['Un solo jugador', 'Simulación', 'Estrategia', '\n DLC\n'];17 julio 2014;;0;En stock;Descarga digital;False
Cities in Motion 2: Bus Mania;1.00€;-80%;Colossal Order Ltd.;Paradox Interactive;['Un solo jugador', 'Simulación', '\nDLC\n'];20 junio 2013;;0;En stock;Descarga digital;False
Cities in Motion 2: Back to the Past;1.00€;-75%;Colossal Order Ltd.;Paradox Interactive;['Un solo jugador', 'Simulación', '\nDLC\n'];17 septiembre 2013;;0;En stock;Descarga digital;False
